zfish_symbol	human_symbol	orthology_type	confidence	n_human_partners
tcea1	TCEA1	ortholog_one2one	1	1
tcea2	TCEA2	ortholog_one2one	1	1
tcea3	TCEA3	ortholog_one2one	1	1
tcerg1a	TCERG1	ortholog_one2many	1	1
tcf15	TCF15	ortholog_one2one	1	1
tcf21	TCF21	ortholog_one2one	1	1
tcf25	TCF25	ortholog_one2one	1	1
tcf3a	TCF3	ortholog_one2many	0	1
tcf3b	TCF3	ortholog_one2many	0	1
tcf7	TCF7	ortholog_one2one	1	1
tcf7l1a	TCF7L1	ortholog_one2many	1	1
tcf7l1b	TCF7L1	ortholog_one2many	1	1
tcf7l2	TCF7L2	ortholog_one2one	1	1
tcirg1b	TCIRG1	ortholog_one2many	1	1
tcn2	TCN2	ortholog_one2one	0	1
tcp1	TCP1	ortholog_one2one	1	1
tcp11l1	TCP11L1	ortholog_one2one	1	1
tcp11l2	TCP11L2	ortholog_one2one	1	1
tcta	TCTA	ortholog_one2one	0	1
tdg.1	TDG	ortholog_one2many	1	1
tdh2	HSD3B1	ortholog_many2many	0	2
tdh2	HSD3B2	ortholog_many2many	0	2
tdo2a	TDO2	ortholog_one2many	1	1
tdo2b	TDO2	ortholog_one2many	0	1
tdp2b	TDP2	ortholog_one2many	1	1
tdrd1	TDRD1	ortholog_one2one	1	1
tdrd3	TDRD3	ortholog_one2one	1	1
tdrd7a	TDRD7	ortholog_one2many	0	1
tdrd9	TDRD9	ortholog_one2one	1	1
tdrkh	TDRD10	ortholog_one2one	0	1
tead1a	TEAD1	ortholog_one2many	1	1
tead3b	TEAD3	ortholog_one2many	1	1
tec	TEC	ortholog_one2one	0	1
tecpr2	TECPR2	ortholog_one2one	1	1
tecrb	TECR	ortholog_one2many	1	1
tectb	TECTB	ortholog_one2one	1	1
tefa	TEF	ortholog_one2many	1	1
tefb	TEF	ortholog_one2many	1	1
tefm	TEFM	ortholog_one2one	1	1
tek	TEK	ortholog_one2one	0	1
tekt1	TEKT1	ortholog_one2one	1	1
tekt2	TEKT2	ortholog_one2one	1	1
tekt4	MAFIP	ortholog_one2many	0	2
tekt4	TEKT4	ortholog_one2many	1	2
telo2	TELO2	ortholog_one2one	0	1
tenm4	TENM4	ortholog_one2one	1	1
terf2ip	TERF2IP	ortholog_one2one	0	1
terfa	TERF2	ortholog_one2one	0	1
tert	TERT	ortholog_one2one	1	1
tes	TES	ortholog_one2one	1	1
tesca	TESC	ortholog_one2many	1	1
tescb	TESC	ortholog_one2many	1	1
tesk2	TESK2	ortholog_one2one	1	1
tet3	TET3	ortholog_one2one	0	1
tex10	TEX10	ortholog_one2one	1	1
tex2	TEX2	ortholog_one2one	1	1
tex261	TEX261	ortholog_one2one	1	1
tex264a	TEX264	ortholog_one2one	1	1
tfa	LTF	ortholog_one2one	0	1
tfam	TFAM	ortholog_one2one	1	1
tfap2a	TFAP2A	ortholog_one2one	1	1
tfap2b	TFAP2B	ortholog_one2one	1	1
tfap2c	TFAP2C	ortholog_one2one	1	1
tfap2d	TFAP2D	ortholog_one2one	1	1
tfap2e	TFAP2E	ortholog_one2one	1	1
tfb1m	TFB1M	ortholog_one2one	1	1
tfb2m	TFB2M	ortholog_one2one	0	1
tfcp2l1	TFCP2L1	ortholog_one2one	1	1
tfdp1a	TFDP1	ortholog_one2many	1	1
tfdp1b	TFDP1	ortholog_one2many	1	1
tfdp2	TFDP2	ortholog_one2one	0	1
tfe3a	TFE3	ortholog_one2many	1	1
tfe3b	TFE3	ortholog_one2many	0	1
tfeb	TFEB	ortholog_one2one	1	1
tfec	TFEC	ortholog_one2one	1	1
tfg	TFG	ortholog_one2one	1	1
tfip11	TFIP11	ortholog_one2one	1	1
tfpi2	TFPI2	ortholog_one2one	1	1
tfpia	TFPI	ortholog_one2one	1	1
tfr1a	TFRC	ortholog_one2many	0	1
tfr1b	TFRC	ortholog_one2many	0	1
tfr2	TFR2	ortholog_one2one	1	1
tgfa	TGFA	ortholog_one2one	1	1
tgfb1a	TGFB1	ortholog_one2many	0	1
tgfb2	TGFB2	ortholog_one2one	1	1
tgfb3	TGFB3	ortholog_one2one	1	1
tgfbi	TGFBI	ortholog_one2one	1	1
tgfbr1a	TGFBR1	ortholog_one2many	1	1
tgfbr1b	TGFBR1	ortholog_one2many	1	1
tgfbrap1	TGFBRAP1	ortholog_one2one	1	1
tgif1	TGIF1	ortholog_one2one	1	1
tgm1l4	TGM1	ortholog_one2many	1	1
tgm2a	TGM2	ortholog_one2many	1	1
tgm2b	TGM2	ortholog_one2many	1	1
th	TH	ortholog_one2one	1	1
thada	THADA	ortholog_one2one	0	1
thap11	THAP11	ortholog_one2one	1	1
thap4	THAP4	ortholog_one2one	0	1
thap7	THAP7	ortholog_one2one	0	1
thbs3a	THBS3	ortholog_one2many	1	1
thbs3b	THBS3	ortholog_one2many	1	1
thbs4a	THBS4	ortholog_one2many	1	1
thbs4b	THBS4	ortholog_one2many	1	1
them4	THEM4	ortholog_one2one	0	1
thg1l	THG1L	ortholog_one2one	1	1
thnsl2	THNSL2	ortholog_one2one	1	1
thoc1	THOC1	ortholog_one2one	1	1
thoc2	THOC2	ortholog_one2one	1	1
thoc3	THOC3	ortholog_one2one	1	1
thoc5	THOC5	ortholog_one2one	1	1
thoc6	THOC6	ortholog_one2one	1	1
thoc7	THOC7	ortholog_one2one	1	1
thop1	THOP1	ortholog_one2one	1	1
thraa	THRA	ortholog_one2many	1	1
thrap3b	THRAP3	ortholog_one2many	0	1
thrb	THRB	ortholog_one2one	1	1
thsd7aa	THSD7A	ortholog_one2many	1	1
thumpd1	THUMPD1	ortholog_one2one	1	1
thumpd3	THUMPD3	ortholog_one2one	1	1
thy1	THY1	ortholog_one2many	0	1
thyn1	THYN1	ortholog_one2one	1	1
tia1	TIA1	ortholog_one2many	1	1
tia1l	TIA1	ortholog_one2many	0	1
tial1	TIA1	ortholog_one2many	0	1
ticam1	TICAM2	ortholog_one2one	0	1
timeless	TIMELESS	ortholog_one2one	1	1
timm10	TIMM10	ortholog_one2one	1	1
timm10b	TIMM10B	ortholog_one2one	0	1
timm13	TIMM13	ortholog_one2one	1	1
timm17a	TIMM17A	ortholog_one2one	1	1
timm17b	TIMM17B	ortholog_one2one	1	1
timm23a	TIMM23	ortholog_many2many	1	2
timm23a	TIMM23B	ortholog_many2many	0	2
timm44	TIMM44	ortholog_one2one	1	1
timm50	TIMM50	ortholog_one2one	1	1
timm8a	TIMM8A	ortholog_one2one	1	1
timm8b	TIMM8B	ortholog_one2one	1	1
timm9	TIMM9	ortholog_one2one	1	1
timmdc1	TIMMDC1	ortholog_one2one	0	1
timp2a	TIMP2	ortholog_one2many	1	1
timp2b	TIMP2	ortholog_one2many	1	1
tinagl1	CTSF	ortholog_many2many	0	5
tinagl1	CTSL	ortholog_many2many	0	5
tinagl1	CTSV	ortholog_many2many	0	5
tinagl1	CTSW	ortholog_many2many	0	5
tinagl1	TINAG	ortholog_many2many	0	5
tinf2	TINF2	ortholog_one2many	0	1
tiparp	TIPARP	ortholog_one2one	0	1
tipin	TIPIN	ortholog_one2one	0	1
tiprl	TIPRL	ortholog_one2one	1	1
tjp2a	TJP2	ortholog_one2many	1	1
tjp2b	TJP2	ortholog_one2many	1	1
tjp3	TJP3	ortholog_one2one	0	1
tk1	TK1	ortholog_one2one	1	1
tk2	TK2	ortholog_one2one	1	1
tkfc	TKFC	ortholog_one2one	1	1
tktb	TKTL2	ortholog_one2one	1	1
tlcd1	TLCD1	ortholog_one2one	0	1
tlcd2	TLCD2	ortholog_one2one	0	1
tle3a	TLE3	ortholog_one2many	1	1
tle3b	TLE3	ortholog_one2many	1	1
tlk1a	TLK1	ortholog_one2many	1	1
tlk1b	TLK1	ortholog_one2many	1	1
tlk2	TLK2	ortholog_one2one	1	1
tll1	TLL1	ortholog_one2one	1	1
tln1	TLN1	ortholog_one2one	1	1
tln2a	TLN2	ortholog_one2many	1	1
tlr1	TLR6	ortholog_one2one	0	1
tlr2	TLR2	ortholog_one2one	1	1
tlx1	TLX1	ortholog_one2one	1	1
tlx3b	TLX3	ortholog_one2many	1	1
tm2d1	TM2D1	ortholog_one2one	0	1
tm2d2	TM2D2	ortholog_one2one	1	1
tm2d3	TM2D3	ortholog_one2one	1	1
tm4sf4	TM4SF4	ortholog_one2one	1	1
tm4sf5	TM4SF5	ortholog_one2one	1	1
tm7sf2	TM7SF2	ortholog_one2one	1	1
tm9sf1	TM9SF1	ortholog_one2one	1	1
tm9sf2	TM9SF2	ortholog_one2one	1	1
tm9sf3	TM9SF3	ortholog_one2one	1	1
tm9sf4	TM9SF4	ortholog_one2one	1	1
tma16	TMA16	ortholog_one2one	1	1
tmbim4	TMBIM4	ortholog_one2one	1	1
tmc2a	TMC2	ortholog_one2many	1	1
tmcc1b	TMCC1	ortholog_one2many	0	1
tmcc2	TMCC2	ortholog_one2one	1	1
tmcc3	TMCC3	ortholog_one2one	1	1
tmco1	TMCO1	ortholog_one2one	1	1
tmco6	TMCO6	ortholog_one2one	0	1
tmed10	TMED10	ortholog_one2one	1	1
tmed1a	TMED1	ortholog_one2many	1	1
tmed1b	TMED1	ortholog_one2many	1	1
tmed2	TMED2	ortholog_one2one	1	1
tmed3	TMED3	ortholog_one2one	1	1
tmed4	TMED4	ortholog_one2one	1	1
tmed5	TMED5	ortholog_one2one	1	1
tmed7	TMED7	ortholog_one2one	1	1
tmed8	TMED8	ortholog_one2one	1	1
tmed9	TMED9	ortholog_one2one	1	1
tmeff2a	TMEFF2	ortholog_one2many	1	1
tmem106ba	TMEM106B	ortholog_one2many	1	1
tmem106bb	TMEM106B	ortholog_one2many	1	1
tmem106c	TMEM106C	ortholog_one2one	1	1
tmem107	TMEM107	ortholog_one2many	0	1
tmem11	TMEM11	ortholog_one2one	1	1
tmem115	TMEM115	ortholog_one2one	1	1
tmem117	TMEM117	ortholog_one2one	1	1
tmem119b	TMEM119	ortholog_one2one	0	1
tmem120b	TMEM120B	ortholog_one2one	1	1
tmem125b	TMEM125	ortholog_one2one	1	1
tmem126a	TMEM126A	ortholog_one2many	1	2
tmem126a	TMEM126B	ortholog_one2many	0	2
tmem127	TMEM127	ortholog_one2one	1	1
tmem129	TMEM129	ortholog_one2one	1	1
tmem130	TMEM130	ortholog_one2one	0	1
tmem132e	TMEM132E	ortholog_one2one	1	1
tmem134	TMEM134	ortholog_one2one	0	1
tmem135	TMEM135	ortholog_one2one	1	1
tmem141	TMEM141	ortholog_one2one	0	1
tmem144a	TMEM144	ortholog_one2many	1	1
tmem147	TMEM147	ortholog_one2one	1	1
tmem14ca	TMEM14C	ortholog_one2many	1	1
tmem14cb	TMEM14C	ortholog_one2many	0	1
tmem150aa	TMEM150A	ortholog_one2many	1	1
tmem150ab	TMEM150A	ortholog_one2many	1	1
tmem151ba	TMEM151B	ortholog_one2many	1	1
tmem160	TMEM160	ortholog_one2one	1	1
tmem161a	TMEM161A	ortholog_one2one	1	1
tmem161b	TMEM161B	ortholog_one2one	1	1
tmem163a	TMEM163	ortholog_one2many	1	1
tmem165	TMEM165	ortholog_one2one	1	1
tmem167a	TMEM167A	ortholog_one2one	1	1
tmem167b	TMEM167B	ortholog_one2one	1	1
tmem168a	TMEM168	ortholog_one2many	1	1
tmem17	TMEM17	ortholog_one2one	1	1
tmem170a	TMEM170A	ortholog_one2one	1	1
tmem175	TMEM175	ortholog_one2one	1	1
tmem177	TMEM177	ortholog_one2one	1	1
tmem18	TMEM18	ortholog_one2one	1	1
tmem181	TMEM181	ortholog_one2one	1	1
tmem182a	TMEM182	ortholog_one2many	1	1
tmem183a	TMEM183A	ortholog_one2one	1	1
tmem184a	TMEM184A	ortholog_one2one	1	1
tmem184ba	TMEM184B	ortholog_one2many	1	1
tmem184c	TMEM184C	ortholog_one2one	1	1
tmem185	TMEM185A	ortholog_one2one	1	1
tmem186	TMEM186	ortholog_one2one	0	1
tmem192	TMEM192	ortholog_one2one	1	1
tmem200a	TMEM200A	ortholog_one2one	1	1
tmem203	TMEM203	ortholog_one2one	1	1
tmem204	TMEM204	ortholog_one2one	1	1
tmem205	TMEM205	ortholog_one2one	1	1
tmem209	TMEM209	ortholog_one2one	1	1
tmem214	TMEM214	ortholog_one2one	1	1
tmem218	TMEM218	ortholog_one2one	1	1
tmem222a	TMEM222	ortholog_one2many	1	1
tmem223	TMEM223	ortholog_one2one	0	1
tmem229b	TMEM229B	ortholog_one2one	1	1
tmem230a	TMEM230	ortholog_one2many	1	1
tmem230b	TMEM230	ortholog_one2many	1	1
tmem231	TMEM231	ortholog_one2one	1	1
tmem232	TMEM232	ortholog_one2one	1	1
tmem237b	TMEM237	ortholog_one2many	1	1
tmem242	TMEM242	ortholog_one2one	1	1
tmem243a	TMEM243	ortholog_one2many	1	1
tmem243b	TMEM243	ortholog_one2many	1	1
tmem244	TMEM244	ortholog_one2one	1	1
tmem248	TMEM248	ortholog_one2one	1	1
tmem251	LYSET	ortholog_one2one	1	1
tmem254	TMEM254	ortholog_one2one	0	1
tmem256	TMEM256	ortholog_one2one	1	1
tmem258	TMEM258	ortholog_one2one	1	1
tmem263	TMEM263	ortholog_one2one	1	1
tmem26b	TMEM26	ortholog_one2many	1	1
tmem30aa	TMEM30A	ortholog_one2many	1	1
tmem30ab	TMEM30A	ortholog_one2many	1	1
tmem33	TMEM33	ortholog_one2one	1	1
tmem35	TMEM35A	ortholog_one2one	1	1
tmem37	TMEM37	ortholog_one2one	1	1
tmem38a	TMEM38A	ortholog_one2one	1	1
tmem39a	TMEM39A	ortholog_one2one	1	1
tmem39b	TMEM39B	ortholog_one2one	1	1
tmem41ab	TMEM41A	ortholog_one2one	1	1
tmem41b	TMEM41B	ortholog_one2one	1	1
tmem44	TMEM44	ortholog_one2one	1	1
tmem45a	TMEM45A	ortholog_one2one	0	1
tmem45b	TMEM45B	ortholog_one2one	1	1
tmem47	TMEM47	ortholog_one2one	1	1
tmem50a	TMEM50A	ortholog_one2one	1	1
tmem51a	TMEM51	ortholog_one2many	0	1
tmem51b	TMEM51	ortholog_one2many	1	1
tmem53	TMEM53	ortholog_one2one	1	1
tmem54a	TMEM54	ortholog_one2many	0	1
tmem54b	TMEM54	ortholog_one2many	0	1
tmem59	TMEM59	ortholog_one2one	1	1
tmem59l	TMEM59L	ortholog_one2one	0	1
tmem63a	TMEM63A	ortholog_one2one	0	1
tmem63c	TMEM63C	ortholog_one2one	1	1
tmem64	TMEM64	ortholog_one2one	1	1
tmem65	TMEM65	ortholog_one2one	0	1
tmem68	TMEM68	ortholog_one2one	1	1
tmem69	TMEM69	ortholog_one2one	1	1
tmem79a	TMEM79	ortholog_one2many	0	1
tmem82	TMEM82	ortholog_one2one	0	1
tmem86a	TMEM86A	ortholog_one2one	1	1
tmem86b	TMEM86B	ortholog_one2one	0	1
tmem9	TMEM9	ortholog_one2one	1	1
tmem98	TMEM98	ortholog_one2one	1	1
tmem9b	TMEM9B	ortholog_one2one	1	1
tmf1	TMF1	ortholog_one2one	1	1
tmigd1	TMIGD1	ortholog_one2one	0	1
tmod2	TMOD3	ortholog_one2one	1	1
tmod4	TMOD4	ortholog_one2one	1	1
tmpoa	TMPO	ortholog_one2many	0	1
tmpob	TMPO	ortholog_one2many	0	1
tmppe	TMPPE	ortholog_one2one	1	1
tmprss13b	TMPRSS13	ortholog_one2one	0	1
tmprss2	TMPRSS2	ortholog_one2one	1	1
tmtc4	TMTC4	ortholog_one2one	1	1
tmub1	TMUB1	ortholog_one2one	1	1
tmub2	TMUB2	ortholog_one2one	1	1
tmx1	TMX1	ortholog_one2one	1	1
tmx2a	TMX2	ortholog_one2many	1	1
tmx2b	TMX2	ortholog_one2many	1	1
tmx4	TMX4	ortholog_one2one	1	1
tnfaip1	TNFAIP1	ortholog_one2one	1	1
tnfaip2a	TNFAIP2	ortholog_one2many	0	1
tnfaip6	TNFAIP6	ortholog_one2one	1	1
tnfaip8l1	TNFAIP8L1	ortholog_one2one	1	1
tnfaip8l2a	TNFAIP8L2	ortholog_one2many	0	1
tnfaip8l2b	TNFAIP8L2	ortholog_one2many	1	1
tnfaip8l3	TNFAIP8L3	ortholog_one2one	1	1
tnfb	LTA	ortholog_many2many	0	2
tnfb	TNF	ortholog_many2many	0	2
tnfrsf19	TNFRSF19	ortholog_one2one	1	1
tnfrsf1b	CD27	ortholog_many2many	0	13
tnfrsf1b	LTBR	ortholog_many2many	0	13
tnfrsf1b	TNFRSF10A	ortholog_many2many	0	13
tnfrsf1b	TNFRSF10B	ortholog_many2many	0	13
tnfrsf1b	TNFRSF10C	ortholog_many2many	0	13
tnfrsf1b	TNFRSF10D	ortholog_many2many	0	13
tnfrsf1b	TNFRSF11A	ortholog_many2many	0	13
tnfrsf1b	TNFRSF14	ortholog_many2many	0	13
tnfrsf1b	TNFRSF18	ortholog_many2many	0	13
tnfrsf1b	TNFRSF1B	ortholog_many2many	0	13
tnfrsf1b	TNFRSF25	ortholog_many2many	0	13
tnfrsf1b	TNFRSF4	ortholog_many2many	0	13
tnfrsf1b	TNFRSF8	ortholog_many2many	0	13
tnfrsf21	TNFRSF21	ortholog_one2one	1	1
tnfrsfa	CD27	ortholog_many2many	0	12
tnfrsfa	LTBR	ortholog_many2many	0	12
tnfrsfa	TNFRSF10A	ortholog_many2many	0	12
tnfrsfa	TNFRSF10B	ortholog_many2many	0	12
tnfrsfa	TNFRSF10C	ortholog_many2many	0	12
tnfrsfa	TNFRSF10D	ortholog_many2many	0	12
tnfrsfa	TNFRSF11A	ortholog_many2many	0	12
tnfrsfa	TNFRSF14	ortholog_many2many	0	12
tnfrsfa	TNFRSF18	ortholog_many2many	0	12
tnfrsfa	TNFRSF25	ortholog_many2many	0	12
tnfrsfa	TNFRSF4	ortholog_many2many	0	12
tnfrsfa	TNFRSF8	ortholog_many2many	0	12
tnfsf10	TNFSF10	ortholog_one2one	1	1
tnfsf13b	TNFSF13B	ortholog_one2one	0	1
tnika	TNIK	ortholog_one2one	1	1
tnip1	TNIP1	ortholog_one2one	1	1
tnks1bp1	KIAA1671	ortholog_one2many	0	1
tnmd	TNMD	ortholog_one2one	1	1
tnnc1b	TNNC1	ortholog_one2one	1	1
tnni1b	TNNI1	ortholog_one2many	1	1
tnni2a.1	TNNI2	ortholog_one2many	1	1
tnni2a.2	TNNI2	ortholog_one2many	1	1
tnni2a.3	TNNI2	ortholog_one2many	1	1
tnni2a.4	TNNI2	ortholog_one2many	1	1
tnni2b.1	TNNI2	ortholog_one2many	1	1
tnni2b.2	TNNI2	ortholog_one2many	1	1
tnni3k	TNNI3K	ortholog_one2one	1	1
tnnt1	TNNT1	ortholog_one2one	1	1
tnnt2a	TNNT2	ortholog_one2many	1	1
tnnt3a	TNNT3	ortholog_one2many	1	1
tnnt3b	TNNT3	ortholog_one2many	1	1
tnpo3	TNPO3	ortholog_one2one	1	1
tnr	TNR	ortholog_one2one	1	1
tnrc6a	TNRC6A	ortholog_one2one	1	1
tob1a	TOB1	ortholog_one2one	1	1
toe1	TOE1	ortholog_one2one	1	1
tollip	TOLLIP	ortholog_one2one	1	1
tomm22	TOMM22	ortholog_one2one	1	1
tomm34	SPAG1	ortholog_one2one	0	1
tomm40	TOMM40	ortholog_one2many	1	1
tomm40l	TOMM40	ortholog_one2many	0	1
tomm5	TOMM5	ortholog_one2one	1	1
tomm6	TOMM6	ortholog_one2one	0	1
tomm70a	TOMM70	ortholog_one2one	1	1
tonsl	TONSL	ortholog_one2one	1	1
top2a	TOP2A	ortholog_one2one	1	1
top2b	TOP2B	ortholog_one2one	1	1
topbp1	TOPBP1	ortholog_one2one	1	1
toporsa	TOPORS	ortholog_one2many	0	1
tor1	TOR1A	ortholog_one2many	1	2
tor1	TOR1B	ortholog_one2many	1	2
tor2a	TOR2A	ortholog_one2one	0	1
tor3a	TOR3A	ortholog_one2one	1	1
tor4aa	TOR4A	ortholog_one2many	1	1
tox	TOX	ortholog_one2one	1	1
tox2	TOX2	ortholog_one2one	0	1
tox4b	TOX4	ortholog_one2many	0	1
tp53	TP53	ortholog_one2one	1	1
tp53bp1	TP53BP1	ortholog_one2one	1	1
tp53bp2a	TP53BP2	ortholog_one2many	1	1
tp53bp2b	TP53BP2	ortholog_one2many	1	1
tp53i11a	TP53I11	ortholog_one2many	1	1
tp53i11b	TP53I11	ortholog_one2many	1	1
tp53inp1	TP53INP1	ortholog_one2one	1	1
tp53rk	TP53RK	ortholog_one2one	1	1
tp63	TP63	ortholog_one2one	1	1
tp73	TP73	ortholog_one2one	1	1
tpcn2	TPCN2	ortholog_one2one	1	1
tpd52	TPD52	ortholog_one2one	1	1
tpd52l1	TPD52L1	ortholog_one2one	1	1
tpd52l2a	TPD52L2	ortholog_one2many	0	1
tpd52l2b	TPD52L2	ortholog_one2many	1	1
tpgs2	TPGS2	ortholog_one2one	1	1
tph1a	TPH1	ortholog_one2many	1	1
tph1b	TPH1	ortholog_one2many	1	1
tph2	TPH2	ortholog_one2one	1	1
tpi1a	TPI1	ortholog_one2many	1	1
tpi1b	TPI1	ortholog_one2many	1	1
tpk1	TPK1	ortholog_one2one	1	1
tpm1	TPM1	ortholog_one2many	1	1
tpm2	TPM2	ortholog_one2one	1	1
tpm3	TPM3	ortholog_one2one	0	1
tpm4b	TPM4	ortholog_one2one	1	1
tpma	TPM1	ortholog_one2many	1	1
tpmt.1	TPMT	ortholog_one2many	0	1
tpmt.2	TPMT	ortholog_one2many	0	1
tpp1	TPP1	ortholog_one2one	1	1
tpra1	TPRA1	ortholog_one2one	1	1
tprb	TPR	ortholog_one2many	1	1
tprg1	TPRG1	ortholog_one2one	1	1
tprkb	TPRKB	ortholog_one2one	1	1
tpst1	TPST1	ortholog_one2one	1	1
tpst2	TPST2	ortholog_one2one	1	1
tpt1	TPT1	ortholog_one2one	1	1
tpte	TPTE	ortholog_one2many	0	2
tpte	TPTE2	ortholog_one2many	0	2
tra2a	TRA2A	ortholog_one2one	1	1
tra2b	TRA2B	ortholog_one2one	1	1
trabd	TRABD	ortholog_one2one	1	1
tradd	TRADD	ortholog_one2one	0	1
traf1	TRAF1	ortholog_one2one	0	1
traf3ip1	TRAF3IP1	ortholog_one2one	1	1
traf4a	TRAF4	ortholog_one2many	1	1
traf4b	TRAF4	ortholog_one2many	1	1
traf6	TRAF6	ortholog_one2one	1	1
traf7	TRAF7	ortholog_one2one	1	1
trafd1	TRAFD1	ortholog_one2one	0	1
traip	TRAIP	ortholog_one2one	0	1
tram1	TRAM1	ortholog_one2many	1	2
tram1	TRAM1L1	ortholog_one2many	0	2
tram2	TRAM2	ortholog_one2one	1	1
trap1	TRAP1	ortholog_one2one	1	1
trappc1	TRAPPC1	ortholog_one2one	1	1
trappc11	TRAPPC11	ortholog_one2one	1	1
trappc12	TRAPPC12	ortholog_one2one	1	1
trappc13	TRAPPC13	ortholog_one2one	1	1
trappc2l	TRAPPC2L	ortholog_one2one	1	1
trappc3	TRAPPC3	ortholog_one2one	1	1
trappc4	TRAPPC4	ortholog_one2one	1	1
trappc5	TRAPPC5	ortholog_one2one	1	1
trappc6b	TRAPPC6B	ortholog_one2one	1	1
trappc6bl	TRAPPC6A	ortholog_one2one	1	1
trdmt1	TRDMT1	ortholog_one2one	1	1
trh	TRH	ortholog_one2one	1	1
trhrb	TRHR	ortholog_one2many	1	1
trib3	TRIB3	ortholog_one2one	1	1
trim13	TRIM13	ortholog_one2one	1	1
trim23	TRIM23	ortholog_one2one	1	1
trim24	TRIM24	ortholog_one2one	0	1
trim2a	TRIM2	ortholog_one2many	1	1
trim33	TRIM33	ortholog_one2one	1	1
trim36	TRIM36	ortholog_one2one	1	1
trim3b	TRIM3	ortholog_one2many	1	1
trim44	TRIM44	ortholog_one2one	1	1
trim46b	TRIM46	ortholog_one2many	1	1
trim54	TRIM54	ortholog_one2one	1	1
trim55a	TRIM55	ortholog_one2many	0	1
trim55b	TRIM55	ortholog_one2many	1	1
trim71	TRIM71	ortholog_one2one	1	1
trim8a	TRIM8	ortholog_one2many	1	1
trim8b	TRIM8	ortholog_one2many	1	1
trim9	TRIM9	ortholog_one2one	1	1
trioa	TRIO	ortholog_one2many	1	1
triobpb	TRIOBP	ortholog_one2many	0	1
trip10a	TRIP10	ortholog_one2many	1	1
trip10b	TRIP10	ortholog_one2many	1	1
trip11	TRIP11	ortholog_one2one	1	1
trip13	TRIP13	ortholog_one2one	1	1
trip4	TRIP4	ortholog_one2one	1	1
triqk	TRIQK	ortholog_one2one	1	1
trit1	TRIT1	ortholog_one2one	1	1
trmt10b	TRMT10B	ortholog_one2one	1	1
trmt10c	TRMT10C	ortholog_one2one	0	1
trmt11	TRMT11	ortholog_one2one	1	1
trmt112	TRMT112	ortholog_one2one	0	1
trmt13	TRMT13	ortholog_one2one	1	1
trmt2a	TRMT2A	ortholog_one2one	1	1
trmt2b	TRMT2B	ortholog_one2one	1	1
trmt44	TRMT44	ortholog_one2one	1	1
trmt5	TRMT5	ortholog_one2one	1	1
trmt6	TRMT6	ortholog_one2one	1	1
trmt61a	TRMT61A	ortholog_one2one	1	1
trmu	TRMU	ortholog_one2one	1	1
trnau1apa	TRNAU1AP	ortholog_one2one	1	1
trnt1	TRNT1	ortholog_one2one	1	1
trpa1a	TRPA1	ortholog_one2many	0	1
trpa1b	TRPA1	ortholog_one2many	1	1
trpc1	TRPC1	ortholog_one2one	1	1
trpc3	TRPC3	ortholog_one2one	1	1
trpc4a	TRPC4	ortholog_one2many	1	1
trpc4apa	TRPC4AP	ortholog_one2many	1	1
trpc4apb	TRPC4AP	ortholog_one2many	1	1
trpc4b	TRPC4	ortholog_one2many	1	1
trpc5a	TRPC5	ortholog_one2many	1	1
trpc6a	TRPC6	ortholog_one2many	1	1
trpc7a	TRPC7	ortholog_one2many	1	1
trpc7b	TRPC7	ortholog_one2many	1	1
trpm1a	TRPM1	ortholog_one2many	1	1
trpm1b	TRPM1	ortholog_one2many	0	1
trpm2	TRPM2	ortholog_one2one	1	1
trpm4a	TRPM4	ortholog_one2many	0	1
trpm4b.2	TRPM4	ortholog_one2many	0	1
trpm5	TRPM5	ortholog_one2one	1	1
trpm7	TRPM7	ortholog_one2one	1	1
trps1	TRPS1	ortholog_one2one	1	1
trpt1	TRPT1	ortholog_one2one	0	1
trpv1	TRPV2	ortholog_one2one	0	1
trpv4	TRPV4	ortholog_one2one	1	1
trpv6	TRPV6	ortholog_one2one	1	1
trub1	TRUB1	ortholog_one2one	1	1
trub2	TRUB2	ortholog_one2one	0	1
tsc1a	TSC1	ortholog_one2many	1	1
tsc1b	TSC1	ortholog_one2many	1	1
tsc22d1	TSC22D1	ortholog_one2one	1	1
tsen15	TSEN15	ortholog_one2one	0	1
tsen2	TSEN2	ortholog_one2one	0	1
tsen54	TSEN54	ortholog_one2one	1	1
tsfm	TSFM	ortholog_one2one	1	1
tsg101a	TSG101	ortholog_one2many	1	1
tsga10	TSGA10	ortholog_one2one	0	1
tshba	TSHB	ortholog_one2many	1	1
tshr	TSHR	ortholog_one2one	1	1
tshz1	TSHZ1	ortholog_one2one	1	1
tshz3b	TSHZ3	ortholog_one2one	1	1
tsku	TSKU	ortholog_one2one	1	1
tsn	TSN	ortholog_one2one	1	1
tsnax	TSNAX	ortholog_one2one	1	1
tspan11	TSPAN11	ortholog_one2one	1	1
tspan12	TSPAN12	ortholog_one2one	1	1
tspan13a	TSPAN13	ortholog_one2many	1	1
tspan13b	TSPAN13	ortholog_one2many	1	1
tspan14	TSPAN14	ortholog_one2one	1	1
tspan15	TSPAN15	ortholog_one2one	1	1
tspan18a	TSPAN18	ortholog_one2many	1	1
tspan18b	TSPAN18	ortholog_one2many	1	1
tspan2a	TSPAN2	ortholog_one2many	1	1
tspan31	TSPAN31	ortholog_one2one	1	1
tspan3a	TSPAN3	ortholog_one2many	1	1
